text,intent
i need jacket from 140 to 260 in dressy aesthetic,ask_product
i want a minimal overcoat ~200,ask_product
find me jeans retro cap at 200,ask_product
can you show minimalist tea dress,greet
looking for laid back jeans under 150,greet
i need parka minimalist cap at 150,greet
i need jeans casual less than 120,ask_product
i want classic combat boots less than 120,ask_product
recommend jeans max 120 in dressy style,ask_product
find me handbag approximately 50 in elegant style,ask_style
i need shoes budget 50 in dressy style,ask_style
recommend shirt max 50,ask_style
i need handbag budget 100,ask_price
can you show trainers streetwear under 100,ask_price
i need skirt less than 100 in clean aesthetic,ask_price
recommend shirt about 100 in elegant vibe,ask_price
i need casual coat,ask_price
i want minimalist shoes,ask_price
I'm not sure yet.,undecided
i need outerwear ~150,undecided
find me outerwear from 105 to 195 in retro vibe,undecided
i need a elegant tea dress about 150,undecided
Let me think about it.,undecided
i'd like coat from 105 to 195 in hype aesthetic,undecided
find me a casual jeans less than 150,undecided
looking for handbag edgy cap at 150,undecided
Maybe later.,undecided
find me retro shirt about 50,undecided
find me overcoat edgy from 35 to 65,undecided
recommend athleisure jacket,undecided
I need more time to decide.,undecided
i need combat boots from 105 to 195,undecided
find me a grunge skirt approximately 150,undecided
i need ankle boots urban from 105 to 195,undecided
It's hard to say.,undecided
looking for preppy shirt from 84 to 156,undecided
recommend vintage tea dress from 84 to 156,undecided
find me dress budget 120 in casual aesthetic,undecided
I can't decide right now.,undecided
looking for a dressy trainers max 120,undecided
find me casual handbag,undecided
find me jacket budget 120,undecided
I don't know what I want.,undecided
i need jeans less than 80,undecided
recommend summer dress clean from 56 to 104,undecided
i need jacket below 80 in edgy vibe,undecided
"Everything looks good, I can't choose.",undecided
find me footwear less than 120,undecided
i need jeans minimal cap at 120,undecided
looking for handbag formal ~120,undecided
I might come back to this.,undecided
find me leather shoes max 50,undecided
i want a laid back parka budget 50,undecided
i want a smart coat max 50,undecided
Still deciding.,undecided
recommend jeans less than 200 in urban aesthetic,undecided
find me shirt budget 200 in hype aesthetic,undecided
i'd like overcoat streetwear about 200,undecided
I feel undecided.,undecided
i want jeans around 100 in hype aesthetic,undecided
find me a athleisure jeans max 100,undecided
looking for sneakers below 100 in hype vibe,undecided
Nothing stands out to me yet.,undecided
can you show a retro ankle boots budget 150,undecided
looking for a grunge ankle boots ~ 150,undecided
can you show a retro jeans about 150,undecided
I'm on the fence.,undecided
i want hype running shoes,undecided
find me everyday shirt ~ 100,undecided
looking for running shoes cap at 100,undecided
Not ready to choose.,undecided
find me urban dress,undecided
i'd like dressy skirt about 200,undecided
pull up athleisure handbag,undecided
Give me a moment to think.,undecided
looking for collegiate combat boots less than 200,undecided
show me footwear about 200,undecided
looking for handbag cap at 200,undecided
I need a minute.,undecided
i want grunge midi dress approximately 80,undecided
pull up ankle boots max 80 in streetwear aesthetic,undecided
i need dressy parka from 56 to 104,undecided
It's a tough call.,undecided
find me a classic handbag ~100,undecided
recommend a casual boots from 70 to 130,undecided
i need refined ankle boots from 70 to 130,undecided
Let me look a bit more.,undecided
recommend handbag elegant approximately 120,undecided
looking for a grunge shirt budget 120,undecided
recommend minimalist parka ~120,undecided
I'm torn between options.,undecided
i need a refined shoes approximately 200,undecided
looking for ankle boots below 200 in classic aesthetic,undecided
looking for trainers less than 200,undecided
I need to consider my options.,undecided
can you show footwear less than 100 in preppy vibe,undecided
find me footwear clean about 100,undecided
can you show smart summer dress below 100,undecided
I'm thinking it over.,undecided
looking for a athleisure jeans approximately 50,undecided
can you show shirt between 35 and 65 in collegiate aesthetic,undecided
recommend leather shoes preppy below 50,undecided
I'm hesitating right now.,undecided
can you show skirt edgy between 105 and 195,undecided
can you show sporty parka,undecided
can you show running shoes less than 150 in preppy vibe,undecided
I just can't decide yet.,undecided
recommend handbag less than 100 in elegant vibe,undecided
find me skirt ~100 in elegant vibe,undecided
find me handbag max 100,undecided
"They're all nice, I don't know.",undecided
looking for overcoat minimal from 56 to 104,undecided
find me a everyday midi dress below 80,undecided
find me retro jeans,undecided
Let me think this through.,undecided
can you show ankle boots under 120,undecided
i need summer dress athleisure about 120,undecided
can you show shirt approximately 120 in refined aesthetic,undecided
I want to be sure before choosing.,undecided
can you show hype outerwear approximately 100,undecided
find me preppy handbag,undecided
looking for combat boots max 100 in refined vibe,undecided
I'm unsure right now.,undecided
find me skirt from 84 and 156 in collegiate style,undecided
recommend a preppy handbag below 120,undecided
find me running shoes approximately 120 in classic vibe,undecided
Let me take a moment.,undecided
looking for a minimal skirt approximately 100,undecided
find me midi dress athleisure cap at 100,undecided
can you show coat vintage ~100,undecided
This is a difficult decision.,undecided
recommend athleisure jeans ~50,undecided
looking for coat budget 50 in smart style,undecided
recommend ankle boots retro cap at 50,undecided
I need some time.,undecided
find me dress retro less than 200,undecided
can you show a elegant trainers from 140 to 260,undecided
i'd like laid back shirt,undecided
I like too many of them.,undecided
recommend handbag max 150,undecided
i need jeans from 105 and 195 in minimalist style,undecided
recommend a elegant boots about 150,undecided
It's not an easy choice.,undecided
pull up jeans about 50 in casual aesthetic,undecided
i need shirt below 50 in elegant vibe,undecided
looking for footwear approximately 50,undecided
I'm really not sure yet.,undecided
recommend skirt classic cap at 150,undecided
i need skirt streetwear about 150,undecided
recommend derby shoes cap at 150,undecided
Everything looks nice.,undecided
i need a minimalist jeans around 100,undecided
find me dressy combat boots,undecided
can you show handbag elegant approximately 100,undecided
Can I think a little more?,undecided
find me retro jacket less than 50,undecided
can you show casual combat boots,undecided
find me everyday coat in the range of 35 and 65,undecided
I’m still weighing my options.,undecided
looking for a chic shirt cap at 100,undecided
can you show casual overcoat about 100,undecided
looking for shirt casual about 100,undecided
I don’t feel ready to decide.,undecided
looking for a urban shoes about 50,undecided
i need retro overcoat,undecided
recommend combat boots chic max 50,undecided
I want to explore a bit more first.,undecided
i need jeans from 140 and 260 in dressy style,undecided
can you show leather shoes formal max 200,undecided
find me preppy boots ~200,undecided
I'm a little overwhelmed.,undecided
i want shirt preppy approximately 50,undecided
find me dressy shirt,undecided
looking for jacket max 50 in athleisure aesthetic,undecided
I just need some time.,undecided
find me shirt from 35 to 65 in retro aesthetic,undecided
looking for retro shirt cap at 50,undecided
can you show minimal summer dress from 35 and 65,undecided
Nothing really stands out yet.,undecided
i need shirt less than 150,undecided
i'd like chic trainers,undecided
looking for tea dress about 150 in elegant style,undecided
It’s hard to make a decision.,undecided
i need laid back skirt budget 200,undecided
find me formal trainers,undecided
i need shirt retro budget 200,undecided
I think I’ll browse a little more.,undecided
recommend formal running shoes from 70 to 130,undecided
find me casual dress approximately 100,undecided
pull up a edgy handbag max 100,undecided
I might come back later.,undecided
can you show preppy shoes,undecided
i need a formal shirt max 50,undecided
can you show jeans cap at 50 in hype style,undecided
Can I get back to you?,undecided
i want jacket below 100 in smart style,undecided
find me jeans hype ~ 100,undecided
find me handbag edgy from 70 to 130,undecided
I want to check more options.,undecided
pull up chic handbag,undecided
find me a retro tea dress from 140 to 260,undecided
i need tea dress in the range of 140 and 260,undecided
I don't want to rush this.,undecided
can you show urban running shoes,undecided
i need leather shoes ~ 150,undecided
can you show a elegant shirt less than 150,undecided
I’m browsing casually for now.,undecided
can you show handbag less than 50,undecided
can you show coat clean approx 50,undecided
i want jeans less than 50,undecided
I’ll think about it.,undecided
recommend trainers laid back about 50,undecided
find me leather shoes below 50 in minimalist aesthetic,undecided
i need a refined overcoat less than 50,undecided
Let me sleep on it.,undecided
looking for preppy coat,undecided
looking for coat ~200 in refined style,undecided
i need athletic handbag,undecided
Thanks!,thank_you
can you show jeans from 35 to 65 in sporty aesthetic,thank_you
can you show jeans classic less than 50,thank_you
recommend shirt from 35 to 65,thank_you
Thank you.,thank_you
find me a minimalist skirt less than 50,thank_you
can you show coat cap at 50,thank_you
looking for clean skirt ~50,thank_you
Thank you so much.,thank_you
looking for summer dress approximately 80,thank_you
i need handbag budget 80,thank_you
i need jeans retro below 80,thank_you
Thanks a lot.,thank_you
can you show dressy handbag max 120,thank_you
recommend trainers refined approximately 120,thank_you
i need outerwear minimal approximately 120,thank_you
Thanks for your help.,thank_you
find me shirt sporty approx 150,thank_you
looking for smart coat,thank_you
find me boots cap at 150 in athletic vibe,thank_you
I appreciate it.,thank_you
find me classic sneakers,thank_you
i'd like a retro combat boots budget 120,thank_you
i need outerwear max 120,thank_you
Much appreciated.,thank_you
can you show tea dress around 50 in athleisure vibe,thank_you
can you show streetwear parka,thank_you
show me a edgy ankle boots ~ 50,thank_you
Really appreciate that.,thank_you
looking for retro handbag less than 120,thank_you
find me jeans cap at 120,thank_you
pull up overcoat about 120,thank_you
Thanks again!,thank_you
find me elegant parka,thank_you
find me minimal jeans max 200,thank_you
recommend jacket approx 200 in retro vibe,thank_you
Many thanks.,thank_you
find me parka max 200,thank_you
looking for footwear urban budget 200,thank_you
can you show a chic handbag from 140 to 260,thank_you
Thank you very much.,thank_you
i need midi dress max 80,thank_you
looking for minimal midi dress,thank_you
looking for tea dress less than 80,thank_you
Thanks for the suggestions.,thank_you
i'd like jeans smart approximately 50,thank_you
can you show a streetwear trainers about 50,thank_you
looking for shoes smart less than 50,thank_you
"Thanks, that helps!",thank_you
can you show handbag ~ 150,thank_you
find me edgy shoes approximately 150,thank_you
find me a collegiate jeans cap at 150,thank_you
Appreciate your support.,thank_you
looking for a elegant skirt less than 80,thank_you
find me retro shoes ~80,thank_you
recommend shoes edgy about 80,thank_you
Thanks for assisting.,thank_you
recommend trainers elegant ~150,thank_you
looking for collegiate outerwear,thank_you
recommend handbag from 105 to 195,thank_you
Cheers!,thank_you
i need retro coat between 105 and 195,thank_you
looking for hype jeans,thank_you
looking for overcoat in the range of 105 and 195 in vintage vibe,thank_you
Cheers for that.,thank_you
can you show sporty handbag,thank_you
recommend formal shirt,thank_you
find me handbag retro ~120,thank_you
Thanks for the info.,thank_you
can you show shirt athleisure from 84 and 156,thank_you
find me shirt approximately 120 in smart aesthetic,thank_you
i need smart summer dress below 120,thank_you
Thank you kindly.,thank_you
recommend streetwear jeans,thank_you
recommend urban jeans less than 100,thank_you
looking for dress everyday less than 100,thank_you
Thank you for the help.,thank_you
i need minimalist shirt,thank_you
find me shoes about 100,thank_you
recommend shirt less than 100,thank_you
I’m grateful.,thank_you
find me collegiate leather shoes,thank_you
recommend coat less than 120,thank_you
can you show handbag around 120,thank_you
Thanks a ton!,thank_you
find me jacket under 80 in edgy aesthetic,thank_you
can you show sporty coat ~80,thank_you
i need preppy combat boots,thank_you
Thank you heaps.,thank_you
i need elegant handbag below 120,thank_you
can you show streetwear running shoes ~120,thank_you
can you show everyday shirt cap at 120,thank_you
"Really grateful, thanks!",thank_you
i'd like skirt retro cap at 100,thank_you
i want outerwear cap at 100,thank_you
recommend a minimal handbag budget 100,thank_you
Thanks a bunch.,thank_you
looking for handbag less than 100 in collegiate aesthetic,thank_you
recommend tea dress preppy cap at 100,thank_you
find me a athleisure coat max 100,thank_you
Appreciate the recommendation.,thank_you
recommend outerwear from 84 to 156 in chic style,thank_you
i need derby shoes below 120 in clean vibe,thank_you
i need athletic trainers max 120,thank_you
"Thanks, very useful!",thank_you
i need handbag athleisure approx 200,thank_you
recommend athletic shirt,thank_you
find me shirt in the range of 140 and 260 in retro aesthetic,thank_you
Thanks for your guidance.,thank_you
looking for jeans cap at 50,thank_you
i need sneakers less than 50,thank_you
i need chic trainers less than 50,thank_you
Appreciate it a lot.,thank_you
recommend jeans budget 100,thank_you
recommend preppy tea dress about 100,thank_you
can you show a dressy skirt approx 100,thank_you
"Thanks, that was great!",thank_you
find me jeans minimal below 100,thank_you
looking for retro outerwear between 70 and 130,thank_you
i'd like tea dress in the range of 70 and 130 in classic style,thank_you
Thanks so much for this.,thank_you
find me a sporty shoes ~200,thank_you
can you show overcoat below 200,thank_you
show me retro overcoat,thank_you
Thank you so so much.,thank_you
looking for boots grunge approximately 150,thank_you
can you show combat boots between 105 and 195 in retro vibe,thank_you
find me clean dress under 150,thank_you
I really appreciate your time.,thank_you
i'd like trainers minimalist cap at 100,thank_you
show me ankle boots from 70 to 130 in preppy style,thank_you
recommend a dressy jacket below 100,thank_you
Grateful for your advice.,thank_you
i need collegiate handbag,thank_you
i want running shoes ~ 80 in clean vibe,thank_you
find me elegant overcoat from 56 and 104,thank_you
Thanks for the input.,thank_you
i need shirt elegant about 200,thank_you
looking for handbag ~200 in clean style,thank_you
i need a elegant sneakers between 140 and 260,thank_you
Thanks for being helpful.,thank_you
can you show shirt elegant about 50,thank_you
looking for running shoes less than 50,thank_you
show me skirt from 35 to 65 in smart vibe,thank_you
I appreciate your time.,thank_you
recommend handbag streetwear budget 120,thank_you
i'd like a elegant tea dress below 120,thank_you
looking for a urban handbag budget 120,thank_you
"Thank you, that's helpful.",thank_you
i need laid back shoes,thank_you
i need elegant handbag budget 150,thank_you
looking for shirt below 150,thank_you
Thanks! That helps a lot.,thank_you
can you show skirt below 80,thank_you
i need handbag from 56 and 104 in streetwear aesthetic,thank_you
find me shoes max 80,thank_you
"Thank you, this is great!",thank_you
find me shirt ~200 in retro aesthetic,thank_you
i need shirt retro max 200,thank_you
i want hype boots,thank_you
"Appreciate it, mate.",thank_you
recommend minimalist dress approximately 150,thank_you
i need chic jeans about 150,thank_you
find me a collegiate skirt max 150,thank_you
"You’ve been great, thanks.",thank_you
recommend a streetwear skirt from 140 to 260,thank_you
i need summer dress elegant approx 200,thank_you
looking for skirt max 200 in casual style,thank_you
Thanks a million.,thank_you
pull up casual outerwear,thank_you
find me a edgy summer dress from 35 and 65,thank_you
i need a retro skirt ~50,thank_you
Thanks — very helpful.,thank_you
find me collegiate skirt budget 80,thank_you
looking for derby shoes ~80 in retro style,thank_you
show me elegant handbag,thank_you
Thanks a lot for the tips.,thank_you
recommend everyday parka,thank_you
recommend jeans budget 150,thank_you
recommend elegant shoes,thank_you
Big thanks!,thank_you
can you show handbag from 105 to 195 in athletic style,thank_you
recommend jeans cap at 150,thank_you
can you show skirt about 150 in chic style,thank_you
Sincerely appreciate it.,thank_you
i'd like combat boots below 200 in preppy aesthetic,thank_you
i need preppy ankle boots about 200,thank_you
find me jeans about 200 in smart style,thank_you
Thank you indeed.,thank_you
can you show sporty combat boots,thank_you
i need a grunge midi dress approximately 100,thank_you
recommend retro dress approximately 100,thank_you
"Appreciate it, thank you.",thank_you
looking for a elegant midi dress ~80,thank_you
i need tea dress cap at 80,thank_you
pull up dressy ankle boots less than 80,thank_you
I’ll go with those,confirmation
recommend a classic jeans max 100,confirmation
recommend shirt minimal from 70 to 130,confirmation
recommend a elegant ankle boots max 100,confirmation
Just what I had in mind 👍,confirmation
recommend retro overcoat,confirmation
i need boots about 200 in refined vibe,confirmation
i'd like elegant skirt,confirmation
Yeah,confirmation
i need handbag approximately 200,confirmation
i need dress under 200,confirmation
pull up skirt below 200,confirmation
"Thanks, that’s helpful",confirmation
find me boots minimalist less than 100,confirmation
show me handbag grunge budget 100,confirmation
recommend a casual handbag max 100,confirmation
Exactly,confirmation
i need dress from 35 and 65 in minimal vibe,confirmation
looking for skirt about 50 in grunge style,confirmation
can you show a urban jacket approximately 50,confirmation
"Definitely Sure, this works.",confirmation
find me a dressy shirt ~ 100,confirmation
find me shirt dressy from 70 to 130,confirmation
find me edgy handbag from 70 and 130,confirmation
Looks great,confirmation
pull up overcoat cap at 50,confirmation
show me casual shirt,confirmation
i need skirt minimal cap at 50,confirmation
Yes,confirmation
looking for retro overcoat,confirmation
looking for overcoat retro less than 120,confirmation
looking for shirt from 84 to 156,confirmation
Fine with me,confirmation
can you show streetwear combat boots max 100,confirmation
can you show refined jeans in the range of 70 and 130,confirmation
find me retro midi dress ~100,confirmation
Great!,confirmation
i need dressy skirt,confirmation
recommend a grunge coat cap at 100,confirmation
pull up athletic footwear,confirmation
That’s nice,confirmation
looking for jeans from 35 and 65 in grunge vibe,confirmation
pull up sneakers cap at 50 in sporty style,confirmation
looking for elegant jeans,confirmation
Sweet,confirmation
i need vintage handbag less than 80,confirmation
recommend jacket less than 80,confirmation
i need dress athletic max 80,confirmation
Looks good to me? Looks good.,confirmation
recommend handbag below 50,confirmation
looking for a formal parka budget 50,confirmation
can you show leather shoes cap at 50 in hype style,confirmation
I like what I see,confirmation
i want midi dress chic below 150,confirmation
can you show tea dress hype cap at 150,confirmation
find me shirt under 150,confirmation
Definitely These match my needs.,confirmation
looking for handbag streetwear below 50,confirmation
recommend everyday outerwear cap at 50,confirmation
recommend shirt laid back less than 50,confirmation
These match my needs? Looks good.,confirmation
i want shirt hype less than 100,confirmation
find me collegiate shirt max 100,confirmation
can you show skirt about 100,confirmation
Looks promising — I like that.,confirmation
i'd like parka from 35 to 65 in preppy vibe,confirmation
can you show retro outerwear less than 50,confirmation
recommend laid back dress,confirmation
They’re fine,confirmation
can you show leather shoes approximately 100 in streetwear style,confirmation
i need jacket retro less than 100,confirmation
recommend smart jeans approximately 100,confirmation
Looks good to me,confirmation
can you show retro skirt,confirmation
find me coat refined below 150,confirmation
recommend leather shoes hype below 150,confirmation
That’s it,confirmation
pull up skirt casual budget 120,confirmation
recommend a laid back sneakers cap at 120,confirmation
can you show boots less than 120 in classic aesthetic,confirmation
I think I like them? Looks good.,confirmation
can you show a dressy summer dress between 35 and 65,confirmation
find me combat boots preppy max 50,confirmation
looking for vintage jeans ~50,confirmation
"Cool, I’ll take a look",confirmation
recommend minimal shirt cap at 150,confirmation
i need footwear ~150 in vintage aesthetic,confirmation
i want urban parka less than 150,confirmation
I like those,confirmation
recommend a formal shirt between 105 and 195,confirmation
i'd like overcoat hype less than 150,confirmation
pull up elegant jacket,confirmation
Just what I had in mind,confirmation
i need a athleisure handbag between 105 and 195,confirmation
recommend refined dress,confirmation
pull up skirt below 150,confirmation
I think I like them,confirmation
i need handbag around 100,confirmation
i want trainers max 100,confirmation
show me a elegant skirt budget 100,confirmation
Nice selection. That should work.,confirmation
find me jeans cap at 100,confirmation
looking for shoes approximately 100 in laid back aesthetic,confirmation
looking for derby shoes approximately 100 in classic aesthetic,confirmation
Looks promising,confirmation
can you show overcoat approximately 120 in smart aesthetic,confirmation
looking for elegant parka,confirmation
looking for a minimal jeans budget 120,confirmation
Wonderful,confirmation
i need a retro coat below 200,confirmation
find me formal ankle boots less than 200,confirmation
i need dress elegant approx 200,confirmation
These will work,confirmation
i need a everyday jeans approximately 120,confirmation
recommend jacket minimalist below 120,confirmation
looking for jeans ~120 in edgy aesthetic,confirmation
Love them,confirmation
i need running shoes max 200,confirmation
i'd like a elegant jeans about 200,confirmation
looking for ankle boots approx 200 in casual vibe,confirmation
Fine with me 👍,confirmation
can you show boots elegant budget 80,confirmation
i need jeans clean less than 80,confirmation
i need dress everyday below 80,confirmation
"Hmm, They’re fine I guess.",confirmation
find me shirt less than 150 in clean style,confirmation
i need jacket approximately 150 in edgy vibe,confirmation
looking for dress below 150 in retro vibe,confirmation
Those are just what I need? Looks good.,confirmation
recommend laid back running shoes cap at 80,confirmation
can you show combat boots budget 80 in elegant style,confirmation
looking for handbag cap at 80 in elegant style,confirmation
Yeah 👍,confirmation
recommend everyday jacket,confirmation
show me skirt collegiate in the range of 140 and 260,confirmation
recommend handbag grunge budget 200,confirmation
These are good,confirmation
find me outerwear from 70 and 130,confirmation
recommend jeans hype in the range of 70 and 130,confirmation
looking for jacket ~100 in edgy vibe,confirmation
"Sure, this works — cool!",confirmation
recommend ankle boots about 100 in chic style,confirmation
i need a streetwear shirt about 100,confirmation
looking for skirt hype budget 100,confirmation
Perfect? Looks good.,confirmation
find me a minimalist derby shoes from 35 to 65,confirmation
i need dressy skirt ~50,confirmation
find me elegant jeans,confirmation
Nice selection,confirmation
find me summer dress from 56 to 104 in urban style,confirmation
looking for a clean handbag from 56 to 104,confirmation
recommend athletic derby shoes less than 80,confirmation
These match my needs,confirmation
looking for dressy shirt,confirmation
recommend elegant midi dress,confirmation
can you show a clean parka below 200,confirmation
That's exactly what I wanted,confirmation
looking for clean skirt,confirmation
looking for parka cap at 120,confirmation
pull up boots below 120,confirmation
I'd say I like those.,confirmation
find me everyday trainers about 200,confirmation
i need running shoes about 200 in sporty aesthetic,confirmation
i need footwear edgy below 200,confirmation
Those are just what I need,confirmation
looking for minimal combat boots,confirmation
show me jeans less than 200 in collegiate style,confirmation
can you show shirt less than 200 in streetwear style,confirmation
Great!. Appreciate it!,confirmation
looking for shoes budget 80,confirmation
recommend overcoat dressy below 80,confirmation
i need a everyday running shoes budget 80,confirmation
Good choices,confirmation
i need sporty boots,confirmation
looking for midi dress less than 80 in vintage style,confirmation
recommend formal overcoat between 56 and 104,confirmation
These match my needs — I like that.,confirmation
can you show preppy jeans between 35 and 65,confirmation
recommend grunge boots below 50,confirmation
i want casual shoes,confirmation
Perfect,confirmation
can you show handbag less than 200 in refined aesthetic,confirmation
i want shoes below 200,confirmation
i want shoes less than 200 in classic style,confirmation
These will work — I like that.,confirmation
recommend running shoes preppy between 140 and 260,confirmation
looking for a urban running shoes about 200,confirmation
find me a dressy running shoes below 200,confirmation
Good choices. Appreciate it!,confirmation
i need retro boots,confirmation
can you show a dressy shirt about 100,confirmation
i need a edgy combat boots approximately 100,confirmation
Nice selection? Looks good.,confirmation
looking for elegant coat,confirmation
pull up grunge shirt ~80,confirmation
find me a streetwear dress cap at 80,confirmation
"Sure, this works",confirmation
find me sneakers ~100,confirmation
find me skirt cap at 100 in elegant aesthetic,confirmation
looking for a edgy ankle boots approximately 100,confirmation
"Yeah, Can I get different ones?",reject
can you show elegant tea dress below 150,reject
recommend vintage shirt,reject
find me a dressy jacket max 150,reject
Not my style,reject
i need running shoes budget 150 in casual style,reject
i need a elegant jeans approx 150,reject
i need shirt about 150,reject
Not interested,reject
can you show retro jeans below 150,reject
pull up skirt ~150 in elegant vibe,reject
find me parka max 150,reject
"Hmm, Not what I’m looking for I guess.",reject
recommend minimalist summer dress,reject
looking for shirt max 120,reject
recommend jeans below 120,reject
I don’t like these? Looks good.,reject
recommend handbag max 100,reject
can you show chic combat boots under 100,reject
looking for refined sneakers,reject
Too expensive,reject
recommend overcoat approximately 100 in streetwear vibe,reject
i need derby shoes classic max 100,reject
show me clean coat approximately 100,reject
That’s not what I meant,reject
recommend a edgy shirt budget 100,reject
can you show overcoat less than 100,reject
recommend preppy sneakers from 70 and 130,reject
Nope,reject
recommend jeans less than 100 in edgy aesthetic,reject
can you show a vintage skirt max 100,reject
looking for jeans about 100 in retro style,reject
That’s not what I meant. That should work.,reject
recommend collegiate shoes,reject
can you show overcoat between 105 and 195,reject
can you show overcoat from 105 to 195 in edgy vibe,reject
Definitely I don’t see anything I want.,reject
recommend skirt from 56 to 104,reject
recommend laid back jeans max 80,reject
looking for a preppy summer dress approx 80,reject
These aren’t what I want,reject
find me sneakers elegant approx 150,reject
looking for skirt below 150 in streetwear aesthetic,reject
looking for skirt max 150 in minimal style,reject
Not what I had in mind,reject
i'd like footwear streetwear below 200,reject
find me a elegant ankle boots from 140 to 260,reject
recommend jacket vintage about 200,reject
I’ll pass on these,reject
looking for combat boots less than 100,reject
looking for elegant jacket below 100,reject
i want a dressy combat boots approximately 100,reject
I'd say Don’t like them.,reject
looking for classic dress budget 200,reject
i need handbag between 140 and 260 in retro style,reject
looking for parka budget 200 in refined aesthetic,reject
Don’t like them,reject
recommend everyday footwear less than 80,reject
recommend skirt below 80,reject
looking for trainers from 56 to 104 in formal aesthetic,reject
"Hmm, Too cheap I guess.",reject
looking for a elegant tea dress cap at 100,reject
show me athleisure handbag,reject
looking for derby shoes ~100,reject
"Hmm, Not really I guess.",reject
i need edgy sneakers from 140 to 260,reject
recommend jacket about 200 in urban style,reject
find me elegant summer dress,reject
This doesn’t help,reject
can you show a elegant overcoat cap at 50,reject
looking for urban running shoes less than 50,reject
i need a elegant parka budget 50,reject
Too sporty,reject
pull up grunge outerwear,reject
can you show classic skirt,reject
find me parka laid back from 140 to 260,reject
They’re not quite right,reject
recommend a elegant sneakers cap at 200,reject
can you show tea dress approximately 200,reject
find me overcoat less than 200 in hype vibe,reject
Nothing stands out,reject
find me retro outerwear,reject
find me shirt cap at 80 in retro style,reject
i want skirt less than 80 in preppy vibe,reject
Not sure about these,reject
show me a retro outerwear in the range of 105 and 195,reject
find me leather shoes about 150 in vintage vibe,reject
recommend footwear collegiate about 150,reject
Nothing good here,reject
recommend midi dress about 80 in athletic aesthetic,reject
find me preppy trainers,reject
pull up shirt cap at 80 in casual aesthetic,reject
Not suitable,reject
recommend skirt below 200 in preppy style,reject
recommend a classic running shoes approximately 200,reject
i need outerwear from 140 to 260 in athletic vibe,reject
Not useful,reject
i need running shoes under 120,reject
can you show a retro summer dress approximately 120,reject
find me chic overcoat,reject
Too cheap,reject
can you show trainers athletic from 70 and 130,reject
can you show ankle boots from 70 to 130 in preppy vibe,reject
can you show shirt max 100,reject
Not useful. Appreciate it!,reject
looking for shirt sporty less than 200,reject
find me a athleisure midi dress about 200,reject
recommend a dressy skirt below 200,reject
These don’t fit my needs? Looks good.,reject
i'd like a elegant shirt below 200,reject
find me sneakers smart about 200,reject
i want preppy boots,reject
No. That should work.,reject
show me elegant derby shoes,reject
can you show coat budget 120 in streetwear vibe,reject
pull up elegant overcoat,reject
Not my style. That should work.,reject
can you show grunge handbag approximately 200,reject
i need handbag cap at 200 in elegant aesthetic,reject
looking for handbag everyday less than 200,reject
Not for me,reject
looking for coat budget 100,reject
recommend boots casual ~100,reject
looking for a laid back derby shoes ~100,reject
These don’t fit my needs — I like that.,reject
find me a minimal parka ~200,reject
i need handbag max 200 in everyday style,reject
i need a elegant leather shoes ~200,reject
No,reject
i'd like a dressy skirt approximately 150,reject
i need dressy skirt from 105 to 195,reject
recommend edgy footwear,reject
Show me others,reject
i need jeans in the range of 105 and 195 in dressy style,reject
can you show laid back midi dress,reject
recommend preppy boots from 105 to 195,reject
Definitely Too formal.,reject
pull up a hype jeans below 150,reject
i need handbag about 150 in minimalist aesthetic,reject
looking for athleisure jeans cap at 150,reject
Definitely Too sporty.,reject
find me hype summer dress below 120,reject
can you show collegiate running shoes,reject
i need boots refined around 120,reject
Not what I had in mind — cool!,reject
recommend sporty jeans ~50,reject
recommend a edgy summer dress from 35 and 65,reject
can you show handbag cap at 50 in collegiate aesthetic,reject
Too cheap 👍,reject
find me casual dress around 100,reject
find me shirt grunge max 100,reject
recommend retro jeans about 100,reject
I’d like to see other options,reject
recommend sporty skirt less than 80,reject
i need a elegant shirt below 80,reject
i want leather shoes budget 80 in vintage vibe,reject
I don’t see anything I want,reject
i need a hype skirt cap at 50,reject
looking for clean jeans in the range of 35 and 65,reject
i want a edgy handbag around 50,reject
Not really,reject
can you show jeans max 150 in dressy vibe,reject
pull up collegiate shirt,reject
can you show minimal summer dress,reject
Show me others. Appreciate it!,reject
i'd like collegiate leather shoes,reject
i need hype skirt,reject
can you show shirt approx 80,reject
"Hmm, I’d like to see other options I guess.",reject
i need a grunge coat less than 200,reject
find me elegant handbag ~200,reject
recommend boots vintage from 140 to 260,reject
Not what I’m looking for. That should work.,reject
can you show running shoes grunge less than 100,reject
looking for a chic parka below 100,reject
can you show a retro jeans about 100,reject
None of these work,reject
looking for jeans clean cap at 50,reject
i want a athleisure coat between 35 and 65,reject
show me jeans formal max 50,reject
Not suitable 👍,reject
find me combat boots between 70 and 130,reject
find me sneakers elegant below 100,reject
recommend a vintage parka approximately 100,reject
"Yeah, These don’t fit my needs",reject
can you show running shoes max 50 in streetwear style,reject
looking for jeans urban less than 50,reject
recommend skirt max 50,reject
Can I get different ones?,reject
recommend casual shirt cap at 100,reject
show me a elegant trainers less than 100,reject
looking for grunge outerwear,reject
"Yeah, Not sure about these",reject
i need a clean jeans ~200,reject
i need minimal jeans,reject
can you show jacket budget 200,reject
Not interested — I like that.,reject
recommend shirt edgy from 140 to 260,reject
i need a grunge trainers around 200,reject
