text,intent
I need something not expensive,ask_price
Nothing stands out,reject
Many thanks，≤799块,thank_you
I don’t want more,done
"Thanks, that was great!，under CNY 199",thank_you
Looking for something formal，价位在699-799元,ask_style
bye，价位在399-499元,goodbye
"Well, Thanks a lot.，799元以内",thank_you
I might come back to this.，999元以内,undecided
"Yeah, Not sure about these",reject
Let me think,undecided
appreciate your help,goodbye
Those are just what I need,confirmation
I’m not sure — I suppose.,undecided
"You know, Appreciate it.，不超过599元",thank_you
That’ll be all，不超过199元,done
Maybe later.，299元以内,undecided
These don’t fit my needs — I like that.，≤799块,reject
That’s not what I meant? Looks good.，under CNY 799,reject
Looking for items below $60,ask_price
I'm searching for a raincoat，价位在599-699元,ask_product
I’m grateful，价位在499-599元,thank_you
Affordable options please，预算299元,ask_price
Show me formal wear，≤599块,ask_style
hi again,greet
Love them，399元以内,confirmation
"You know, Let me think.，预算699元",undecided
how are you，≤599块,greet
Nothing good here,reject
I’m done — I suppose.,goodbye
Let me think... Not sure.，under CNY 299,undecided
Do you have anything under $120?,ask_price
I need sneakers，under CNY 299,ask_product
Let me think... Nope.,reject
Can I get back to you?,undecided
These don’t fit my needs — I like that.，预算799元,reject
greetings，under CNY 199,greet
I’m not sure — I suppose.，under CNY 399,undecided
talk to you later,goodbye
I want a trendy look,ask_style
Many thanks，预算799元,thank_you
"Sure, Let me think works.，≤999块",undecided
bye,goodbye
Do you have anything under $200?,ask_price
That’s not what I meant. That should work.，价位在499-599元,reject
I want to buy some boots，不超过199元,ask_product
"Well, Thanks a lot.，预算799元",thank_you
I like too many of them.，不超过499元,undecided
Could I see others!，under CNY 399,reject
I'm into casual style,ask_style
Looking for something formal，699元以内,ask_style
Nothing really stands out yet.,undecided
I’ll go with those，≤599块,confirmation
Looks promising，≤399块,confirmation
"Well, I can't tell.，价位在599-699元",undecided
I'm on a budget，预算599元,ask_price
I just need some time.，不超过799元,undecided
Do you have anything under $100?,ask_price
Any low-cost jackets?，≤299块,ask_price
"Appreciate it, thank you.",thank_you
I’m not sure — I suppose.，不超过299元,undecided
Let me think — just saying.,undecided
That’s it for now，价位在499-599元,done
Maybe，599元以内,undecided
Thanks a million.，预算399元,thank_you
I don’t like these? Looks good.，under CNY 399,reject
Let me look a bit more.，≤299块,undecided
hi again，around 499 RMB,greet
Too formal,reject
Looks promising,confirmation
I need some time.，≤199块,undecided
Grateful for your advice.,thank_you
thank you，≤599块,goodbye
That’s everything，不超过699元,done
"Thank you, that's helpful.，499元以内",thank_you
Looking for items below $60,ask_price
good morning，不超过699元,greet
bye，预算599元,goodbye
"You know, Much appreciated.，399元以内",thank_you
Nothing stands out to me yet.，around 599 RMB,undecided
Price range under $64,ask_price
I need time!，预算399元,undecided
Show me cheap options，≤199块,ask_price
Appreciate it a lot.,thank_you
"Thank you, this is great!，价位在899-999元",thank_you
Thank you kindly.,thank_you
"Well, Thank you.，around 299 RMB",thank_you
I want to explore a bit more first.，≤799块,undecided
Maybe — I suppose.，under CNY 299,undecided
Do you sell vintage clothes?,ask_style
I need something stylish,ask_style
"Hmm, I can't tell I guess.，599元以内",undecided
I need sneakers,ask_product
Catch you later — I suppose.,goodbye
Any stylish jackets?，价位在699-799元,ask_product
I feel undecided.,undecided
Price range under $96,ask_price
Appreciate your support.，599元以内,thank_you
Show me winter wear，预算199元,ask_product
Looking for items below $60,ask_price
I might come back to this.,undecided
see you next time，价位在599-699元,goodbye
goodbye，价位在199-299元,goodbye
Looking for items below $80,ask_price
see you next time,goodbye
hi again，≤199块,greet
Let me think... I’m grateful.，≤399块,thank_you
I can't tell,undecided
I’m browsing casually for now.，around 799 RMB,undecided
I like those，around 599 RMB,confirmation
Do you have anything under $120?,ask_price
hi again，around 299 RMB,greet
I don’t know... maybe.,undecided
I'm looking for a jacket,ask_product
Definitely I'm done shopping.，499元以内,done
Thank you... maybe.,thank_you
I like minimal design,ask_style
Looking for something formal，around 299 RMB,ask_style
hello assistant，around 499 RMB,greet
That’s everything，预算599元,done
Do you have any shoes?，under CNY 999,ask_product
These aren’t what I want,reject
Appreciate the recommendation.,thank_you
Thanks!，不超过999元,thank_you
Let me sleep on it.,undecided
I'm hesitating right now.，under CNY 799,undecided
That’s all，价位在699-799元,done
Looking for items below $50,ask_price
Thank you — just saying.，around 399 RMB,thank_you
I'm done shopping，不超过999元,goodbye
how are you，999元以内,greet
Any low-cost jackets?,ask_price
Show me others. Appreciate it!,reject
Maybe — just saying.,undecided
Do you sell vintage clothes?，≤999块,ask_style
That's all I wanted,done
Could I see others... maybe.,reject
Looking for items below $80,ask_price
Big thanks!，around 699 RMB,thank_you
I’m good，预算999元,done
I want a trendy look，around 299 RMB,ask_style
What do you have in business style?,ask_style
Thank you，不超过999元,thank_you
"They're all nice, I don't know.，不超过599元",undecided
I'm finished here — I like that.,done
Thanks a ton!,thank_you
I'm done shopping,goodbye
Any stylish jackets?,ask_product
I want to check more options.，价位在599-699元,undecided
I haven't decided,undecided
talk to you later,goodbye
I want to buy some boots,ask_product
"Well, Thanks a lot.",thank_you
appreciate your help,goodbye
What do you have in business style?，预算699元,ask_style
hi，价位在499-599元,greet
Show me cheap options,ask_price
I'm on a budget，预算299元,ask_price
That’s all for today，≤299块,done
Perfect，不超过699元,confirmation
Looks good to me? Looks good.，预算999元,confirmation
Do you have sporty outfits?，不超过299元,ask_style
"Yeah, These don’t fit my needs",reject
hi again，199元以内,greet
Looking for items below $80,ask_price
Thanks for the info.，under CNY 599,thank_you
"You’ve been great, thanks.，不超过799元",thank_you
Nope，under CNY 699,reject
None of these,reject
That's all I wanted — I like that.，under CNY 299,done
These aren’t good — just saying.，≤299块,reject
Any elegant jackets?，≤499块,ask_style
Too cheap 👍,reject
"You know, Much appreciated.，价位在399-499元",thank_you
Wonderful,confirmation
Sincerely appreciate it.，≤599块,thank_you
Do you have sporty outfits?，around 799 RMB,ask_style
Not ready to choose.，under CNY 299,undecided
Thanks for assisting.,thank_you
"Hmm, Nope, that's all I guess.，499元以内",done
Not what I’m looking for. That should work.,reject
Looking for items below $60,ask_price
Thank you for the help.,thank_you
It's not an easy choice.,undecided
greetings，under CNY 699,greet
I'm on a budget，799元以内,ask_price
Sweet，under CNY 999,confirmation
Too cheap,reject
"Yeah, These aren’t good kinda.",reject
Not really，under CNY 999,reject
None of these — just saying.,reject
Looking for items below $50,ask_price
I’ll come back later，≤299块,done
hello assistant,greet
Any low-cost jackets?，不超过699元,ask_price
Let me think this through.，不超过699元,undecided
I need something not expensive，around 699 RMB,ask_price
I'm searching for a raincoat,ask_product
I'm done shopping,goodbye
Any elegant jackets?,ask_style
Thank you — just saying.,thank_you
bye，under CNY 199,goodbye
thank you，under CNY 799,goodbye
how are you,greet
Price range under $96,ask_price
Thanks a lot，≤799块,thank_you
Thanks again，599元以内,thank_you
"Sure, Many thanks works.，999元以内",thank_you
Can I get back to you?，价位在199-299元,undecided
Looking for items below $50,ask_price
I like what I see,confirmation
Don’t like them，不超过699元,reject
Good choices，预算599元,confirmation
I need something not expensive，under CNY 399,ask_price
I'm searching for a raincoat，699元以内,ask_product
Price range under $80,ask_price
I don’t feel ready to decide.，≤999块,undecided
goodbye，around 599 RMB,goodbye
What do you have in business style?，under CNY 699,ask_style
These match my needs? Looks good.,confirmation
Do you have sporty outfits?,ask_style
I'm into casual style,ask_style
"Thanks, very useful!，价位在899-999元",thank_you
"You know, Many thanks.",thank_you
Cheers — just saying.，under CNY 999,thank_you
Affordable options please,ask_price
"Hmm, Later I guess.",goodbye
Thank you so much.,thank_you
Looking for items below $150,ask_price
Take care,goodbye
I like minimal design,ask_style
Any stylish jackets?，199元以内,ask_product
Any stylish jackets?，≤699块,ask_product
I appreciate your time.,thank_you
I need something stylish,ask_style
"Appreciate it, thank you.，不超过699元",thank_you
I need something not expensive,ask_price
I’ll go with those,confirmation
Looking for something formal,ask_style
I want a trendy look,ask_style
Not what I had in mind，around 199 RMB,reject
I'm into casual style，499元以内,ask_style
Do you have anything under $100?,ask_price
Looking for something formal，不超过599元,ask_style
"Yeah, Can I get different ones?，预算999元",reject
None of these work，价位在299-399元,reject
"You know, Appreciate it.",thank_you
Show me formal wear,ask_style
"Yeah, Thanks, that’s all kinda.",goodbye
I like what I see，预算499元,confirmation
"Well, Thank you.",thank_you
I like what I see，不超过599元,confirmation
Let me think... I’ll pass.,reject
I'm into casual style，under CNY 999,ask_style
Looking for items below $60,ask_price
I feel undecided.，价位在299-399元,undecided
I need something not expensive,ask_price
appreciate your help，599元以内,goodbye
cheers,goodbye
What do you have in business style?，under CNY 699,ask_style
I like too many of them.,undecided
hey，under CNY 599,greet
That’s nice,confirmation
I'm on a budget，under CNY 299,ask_price
I really appreciate your time.，不超过199元,thank_you
Do you have sporty outfits?，价位在499-599元,ask_style
I’m browsing casually for now.，under CNY 799,undecided
appreciate your help,goodbye
bye,goodbye
bye,goodbye
Looking for items below $50,ask_price
Can I see some coats?,ask_product
I’m not sure,undecided
Do you have sporty outfits?,ask_style
"Hmm, I haven't decided I guess.，预算399元",undecided
Those are just what I need? Looks good.，199元以内,confirmation
I need something not expensive,ask_price
cheers,goodbye
thank you，around 399 RMB,goodbye
Do you have anything under $50?,ask_price
cheers,goodbye
I'm looking for a jacket,ask_product
Love them，699元以内,confirmation
"Sure, Thanks so much works.",thank_you
That’s not what I meant，under CNY 999,reject
see you next time，不超过399元,goodbye
hi again,greet
I need something not expensive,ask_price
Can I get different ones?,reject
Not my style. That should work.，299元以内,reject
Can I see some coats?，around 699 RMB,ask_product
Price range under $64,ask_price
hello assistant,greet
"Well, Could I see others.，预算399元",reject
hello assistant，价位在699-799元,greet
good morning，under CNY 199,greet
What do you have in business style?,ask_style
Definitely Too sporty.,reject
hi again,greet
That's all I wanted，不超过199元,done
Still deciding.，价位在399-499元,undecided
Price range under $180,ask_price
Enough for today，≤599块,done
None of these work，预算299元,reject
Not suitable，around 599 RMB,reject
hi again，价位在599-699元,greet
I need sneakers，499元以内,ask_product
That's exactly what I wanted,confirmation
hey,greet
Looks good to me? Looks good.，≤399块,confirmation
Let me look a bit more.,undecided
I'm unsure right now.，under CNY 699,undecided
see you next time,goodbye
I’m leaving，≤199块,done
Looking for items below $80,ask_price
I'm on a budget,ask_price
Thanks for the input.，around 799 RMB,thank_you
Let me think... I’ll pass.，价位在199-299元,reject
Show me winter wear,ask_product
hello assistant,greet
"Appreciate it, mate.，around 399 RMB",thank_you
"Hmm, I’d like to see other options I guess.，预算699元",reject
Not interested — I like that.,reject
Looking for items below $60,ask_price
Nothing else. Appreciate it!，≤399块,done
Looks good to me，预算299元,confirmation
talk to you later,goodbye
I don't want to rush this.，199元以内,undecided
good morning，around 499 RMB,greet
thank you，预算699元,goodbye
No，around 599 RMB,reject
Can I see some coats?,ask_product
Maybe later.，999元以内,undecided
Looking for items below $60,ask_price
Thanks for the input.，around 999 RMB,thank_you
I'm into casual style，around 299 RMB,ask_style
I need something not expensive，around 699 RMB,ask_price
Price range under $30,ask_price
Appreciate it，under CNY 699,thank_you
"Sure, this works，≤199块",confirmation
"Thanks, that’s helpful，around 799 RMB",confirmation
Too expensive,reject
Nothing else. Appreciate it!，under CNY 399,done
I can't tell，around 499 RMB,undecided
This is a difficult decision.，不超过599元,undecided
Show me winter wear,ask_product
Can I see some coats?，不超过699元,ask_product
Nothing stands out to me yet.，around 599 RMB,undecided
I'm searching for a raincoat，不超过799元,ask_product
bye,goodbye
What do you have in business style?，399元以内,ask_style
Try something else!，under CNY 299,reject
hey,greet
I'm searching for a raincoat,ask_product
Looking for something formal，预算299元,ask_style
I think I like them,confirmation
Thank you kindly.，under CNY 599,thank_you
thanks a lot，不超过499元,goodbye
Thanks a lot — just saying.，价位在599-699元,thank_you
"You know, Maybe.，不超过199元",undecided
Not for me，under CNY 399,reject
Thanks，不超过999元,thank_you
Do you sell vintage clothes?,ask_style
That’s not what I meant? Looks good.,reject
Affordable options please，under CNY 299,ask_price
I can't decide right now.,undecided
Show me winter wear，under CNY 199,ask_product
I'd say I like those.,confirmation
Do you sell vintage clothes?，预算299元,ask_style
Looking for something formal，around 799 RMB,ask_style
Definitely I’m done.，799元以内,done
They’re not quite right，预算799元,reject
That’s everything. That should work.,done
Let me think，不超过399元,undecided
Price range under $64,ask_price
bye，under CNY 699,goodbye
"No, thank you",done
greetings，around 599 RMB,greet
"Hmm, Many thanks I guess.，价位在499-599元",thank_you
goodbye，不超过599元,goodbye
goodbye，价位在499-599元,goodbye
"Yeah, Thank you kinda.",thank_you
Price range under $180,ask_price
I'm searching for a raincoat，under CNY 999,ask_product
Thanks for your help.，around 399 RMB,thank_you
I don't want to rush this.，预算399元,undecided
thank you，不超过199元,goodbye
I like minimal design，价位在699-799元,ask_style
Just what I had in mind,confirmation
Looking for something formal，599元以内,ask_style
I like those，≤999块,confirmation
Fine with me,confirmation
hey，around 799 RMB,greet
Can I see some coats?，399元以内,ask_product
Show me cheap options，around 499 RMB,ask_price
What’s the cheapest you have?，不超过799元,ask_price
bye，不超过999元,goodbye
I need time — just saying.，499元以内,undecided
Yeah，around 199 RMB,confirmation
"Cool, I’ll take a look，价位在599-699元",confirmation
Exactly，不超过199元,confirmation
Nothing stands out? Looks good.，不超过699元,reject
Thank you — just saying.，799元以内,thank_you
What’s the cheapest you have?，价位在599-699元,ask_price
What’s the cheapest you have?，价位在99-199元,ask_price
What do you have in business style?,ask_style
Price range under $30,ask_price
hello，around 399 RMB,greet
Let me think about it.，不超过699元,undecided
Looking for items below $50,ask_price
None of these — I suppose.，399元以内,reject
good evening,greet
bye,goodbye
Looking for something formal，价位在99-199元,ask_style
Looking for items below $80,ask_price
I don’t like these，599元以内,reject
Do you have casual clothes?，around 299 RMB,ask_product
Looking for items below $150,ask_price
Thank you,thank_you
I'm finished here，价位在299-399元,done
Thank you indeed.,thank_you
Nice selection,confirmation
Any elegant jackets?，≤799块,ask_style
hi again，预算999元,greet
What do you have in business style?，价位在199-299元,ask_style
Let me think，under CNY 799,undecided
"Thanks, I’m all set",done
Thanks — very helpful.，不超过599元,thank_you
I really appreciate your time.，299元以内,thank_you
Much appreciated.，价位在699-799元,thank_you
"Well, Later.",goodbye
I want to buy some boots,ask_product
Any low-cost jackets?，≤499块,ask_price
hello,greet
I'm done shopping，不超过799元,goodbye
What’s the cheapest you have?,ask_price
"Well, Let me think.，999元以内",undecided
Price range under $96,ask_price
I want to buy some boots，预算999元,ask_product
Can I think a little more?，价位在699-799元,undecided
I don’t know，around 999 RMB,undecided
Is there a discount section?，under CNY 699,ask_price
Looking for items below $80,ask_price
Nothing really stands out yet.，under CNY 799,undecided
Not interested，299元以内,reject
All good now,done
Thanks! That helps a lot.,thank_you
I need something stylish，under CNY 799,ask_style
I'm done shopping,goodbye
Looking for items below $80,ask_price
I'm hesitating right now.，199元以内,undecided
Thanks a lot — just saying.，预算499元,thank_you
Do you sell vintage clothes?，不超过599元,ask_style
Any stylish jackets?,ask_product
I'd say Don’t like them.，不超过699元,reject
Price range under $30,ask_price
What do you have in business style?，399元以内,ask_style
I don’t need anything else，≤599块,done
Price range under $96,ask_price
That’s it for now,done
Show me cheap options，≤199块,ask_price
I need sneakers，≤299块,ask_product
I like minimal design，价位在299-399元,ask_style
Not really,reject
I want to buy some boots，预算799元,ask_product
Bye — I suppose.,goodbye
What’s the cheapest you have?,ask_price
goodbye，价位在499-599元,goodbye
None of these... maybe.，under CNY 499,reject
Too cheap，≤199块,reject
Looking for items below $150,ask_price
Thanks — very helpful.，under CNY 499,thank_you
Enough for today? Looks good.，≤199块,done
Nothing good here，999元以内,reject
Looking for items below $150,ask_price
talk to you later，299元以内,goodbye
Do you sell vintage clothes?，699元以内,ask_style
Price range under $80,ask_price
Fine with me 👍，预算199元,confirmation
I’m not sure — just saying.,undecided
Price range under $30,ask_price
Price range under $80,ask_price
hello assistant，999元以内,greet
Any stylish jackets?，499元以内,ask_product
Do you sell vintage clothes?，≤799块,ask_style
Can I think a little more?，预算499元,undecided
Can I get back to you?，不超过299元,undecided
Thanks again，不超过699元,thank_you
Show me winter wear，≤299块,ask_product
Not suitable 👍，under CNY 999,reject
hello assistant，价位在499-599元,greet
I need sneakers，299元以内,ask_product
Looking for items below $80,ask_price
Nothing stands out? Looks good.,reject
Give me a moment to think.,undecided
see you next time,goodbye
Too cheap 👍，under CNY 199,reject
Not suitable 👍,reject
These will work — I like that.,confirmation
Do you sell vintage clothes?,ask_style
I'm into casual style，不超过399元,ask_style
"Thanks, I’m all set，不超过999元",done
Many thanks.，预算499元,thank_you
I’ll think about it.，around 499 RMB,undecided
"Well, Not for me.",reject
Any stylish jackets?,ask_product
Give me a moment to think.，around 599 RMB,undecided
I need something not expensive，≤299块,ask_price
Exactly，around 699 RMB,confirmation
Still unsure，≤799块,undecided
This is a difficult decision.,undecided
hi,greet
These aren’t good，价位在299-399元,reject
Any elegant jackets?，around 199 RMB,ask_style
Thanks，under CNY 199,thank_you
Thanks so much for this.，under CNY 599,thank_you
how are you，under CNY 799,greet
These match my needs — I like that.，预算399元,confirmation
hello assistant，under CNY 199,greet
good morning,greet
I need sneakers，399元以内,ask_product
"Hmm, Not what I had in mind I guess.",reject
Looking for items below $50,ask_price
greetings，199元以内,greet
Much appreciated，around 699 RMB,thank_you
Maybe — just saying.，around 499 RMB,undecided
I'm done shopping，around 799 RMB,goodbye
I'd say Don’t like them.,reject
I need sneakers，799元以内,ask_product
I'm searching for a raincoat，699元以内,ask_product
Yes，预算399元,confirmation
"Sure, Not really works.",reject
greetings,greet
Too sporty,reject
"You know, Let me think.，around 599 RMB",undecided
bye，不超过199元,goodbye
"Well, Could I see others.",reject
"You know, Maybe.，≤399块",undecided
I need something not expensive,ask_price
Do you have sporty outfits?，预算799元,ask_style
That’s it，预算199元,confirmation
Still deciding — just saying.，under CNY 699,undecided
I want a trendy look，价位在199-299元,ask_style
I’ll come back later,done
It's hard to say.，around 799 RMB,undecided
I need some time.，≤599块,undecided
Can I see some coats?,ask_product
Good choices. Appreciate it!,confirmation
Can I think a little more?,undecided
Do you sell vintage clothes?，under CNY 599,ask_style
hey，around 399 RMB,greet
Definitely I’m finished.，under CNY 199,done
I need something stylish，≤499块,ask_style
Not useful，≤599块,reject
I need time，预算699元,undecided
I need something stylish，≤199块,ask_style
What do you have in business style?，价位在699-799元,ask_style
I like minimal design,ask_style
bye，199元以内,goodbye
These will work — I like that.，价位在399-499元,confirmation
"Everything looks good, I can't choose.",undecided
Thanks for being helpful.,thank_you
Still unsure，around 599 RMB,undecided
good morning，价位在399-499元,greet
"You know, Appreciate it.",thank_you
Nothing really stands out yet.，价位在99-199元,undecided
Looking for items below $50,ask_price
hey there，不超过299元,greet
No thanks，under CNY 599,done
hi again，under CNY 799,greet
bye，around 699 RMB,goodbye
Price range under $64,ask_price
Try something else，around 399 RMB,reject
"Well, Not really.，预算399元",reject
"Well, Thanks again.",thank_you
thanks a lot,goodbye
Yes,confirmation
I can't decide right now.，around 499 RMB,undecided
I just can't decide yet.，预算199元,undecided
That’s not what I meant? Looks good.，≤699块,reject
"Appreciate it, mate.",thank_you
No,reject
No more help needed? Looks good.,done
thank you,goodbye
Price range under $80,ask_price
Do you have anything under $120?,ask_price
I’ll come back later，价位在99-199元,done
Looking for items below $50,ask_price
No，≤199块,reject
Show me winter wear,ask_product
hello，不超过199元,greet
appreciate your help，≤999块,goodbye
bye，价位在599-699元,goodbye
Not my style，around 699 RMB,reject
I'm thinking it over.，199元以内,undecided
Any elegant jackets?，around 699 RMB,ask_style
That's all I wanted，around 999 RMB,done
Any elegant jackets?，不超过799元,ask_style
I'm done shopping,goodbye
Got any running shoes?，799元以内,ask_product
I'm finished here — I like that.，299元以内,done
"Well, Could I see others.，不超过399元",reject
Affordable options please，under CNY 399,ask_price
No,reject
Show me winter wear，499元以内,ask_product
Looking for items below $60,ask_price
Give me a moment to think.，价位在199-299元,undecided
"Hmm, Nope, that's all I guess.，under CNY 799",done
Can I see some coats?，预算499元,ask_product
That’s everything,done
Maybe — I suppose.,undecided
thanks a lot，under CNY 699,goodbye
hi，under CNY 399,greet
good evening，价位在699-799元,greet
Appreciate it,thank_you
I’m done,goodbye
All good now? Looks good.，价位在99-199元,done
"No, thank you，预算299元",done
"Sure, I don’t know works.，预算599元",undecided
Any low-cost jackets?，≤199块,ask_price
Affordable options please，under CNY 399,ask_price
thanks a lot,goodbye
greetings，价位在499-599元,greet
"Yeah, No，under CNY 799",reject
hi，under CNY 499,greet
Do you have sporty outfits?，预算699元,ask_style
Do you sell vintage clothes?,ask_style
"Yeah, Bye for now kinda.",goodbye
Let me think... Maybe.，价位在99-199元,undecided
Take care!,goodbye
I think I like them? Looks good.,confirmation
I'm torn between options.,undecided
Bye for now!,goodbye
greetings，under CNY 199,greet
Looking for items below $150,ask_price
I want to buy some boots，299元以内,ask_product
hi again,greet
Thanks a lot.，under CNY 699,thank_you
I'm okay now. That should work.，预算699元,done
hi again，699元以内,greet
I want to buy some boots，≤999块,ask_product
Do you have anything under $100?,ask_price
Do you have anything under $50?,ask_price
Could I see others... maybe.，预算699元,reject
Looking for something formal,ask_style
greetings，预算999元,greet
These aren’t good，不超过299元,reject
Not ready to choose.,undecided
Good choices，价位在899-999元,confirmation
"Yeah, I’m grateful kinda.，≤599块",thank_you
None of these work,reject
Got any running shoes?，预算499元,ask_product
Looking for items below $50,ask_price
I'm into casual style，around 599 RMB,ask_style
Still deciding，≤699块,undecided
Thanks for your help.,thank_you
Let me sleep on it.，under CNY 799,undecided
Nice selection，399元以内,confirmation
Appreciate your support.,thank_you
I'm searching for a raincoat,ask_product
hello，599元以内,greet
Looking for items below $80,ask_price
"Well, Let me think.",undecided
Do you have anything under $100?,ask_price
"Hmm, Not what I’m looking for I guess.，around 299 RMB",reject
I'm into casual style，799元以内,ask_style
Can I see some coats?，预算799元,ask_product
I appreciate it.，under CNY 199,thank_you
I'm on a budget，不超过699元,ask_price
thank you，≤699块,goodbye
No more help needed,done
cheers，around 199 RMB,goodbye
Talk soon!,goodbye
"Yeah, Can I get different ones?",reject
Much appreciated,thank_you
I’m grateful.,thank_you
Show me winter wear,ask_product
Do you sell vintage clothes?，999元以内,ask_style
I need sneakers,ask_product
Show me winter wear，不超过399元,ask_product
What do you have in business style?，799元以内,ask_style
Cheers，预算699元,thank_you
That’s not what I meant. That should work.,reject
I need sneakers，around 199 RMB,ask_product
I’m grateful — I suppose.,thank_you
bye，预算399元,goodbye
I don’t know... maybe.，under CNY 199,undecided
goodbye，≤599块,goodbye
Price range under $80,ask_price
hello assistant,greet
Thanks a bunch.，不超过699元,thank_you
Looking for items below $50,ask_price
Can I see some coats?，≤399块,ask_product
Nope... maybe.，under CNY 399,reject
That's all I wanted — I like that.,done
Can I see some coats?,ask_product
I want a trendy look，under CNY 399,ask_style
I'm looking for a jacket，under CNY 399,ask_product
I just can't decide yet.，799元以内,undecided
Bye for now,goodbye
hi again，under CNY 799,greet
That's exactly what I wanted，价位在299-399元,confirmation
"Hmm, I can't tell I guess.",undecided
Let me think... Maybe.，价位在599-699元,undecided
I'll come back later,goodbye
I want a trendy look,ask_style
I just need some time.，399元以内,undecided
I don't know what I want.，不超过299元,undecided
These aren’t good — just saying.，价位在199-299元,reject
Looking for items below $50,ask_price
Show me cheap options，around 499 RMB,ask_price
I’ll pass，不超过999元,reject
Got any running shoes?,ask_product
Looking for something formal，599元以内,ask_style
hi again，预算299元,greet
Could I see others，不超过399元,reject
Too cheap 👍，999元以内,reject
Let me think... Nope.,reject
Looking for items below $50,ask_price
Thank you.,thank_you
That’s all,done
Thanks so much，价位在299-399元,thank_you
I'm okay now. That should work.，299元以内,done
I don’t see anything I want，≤799块,reject
No. That should work.，不超过299元,reject
Thanks a lot — just saying.,thank_you
Not really!，预算199元,reject
appreciate your help，699元以内,goodbye
"Hmm, Nope, that's all I guess.",done
Do you have any shoes?,ask_product
Looking for something formal，预算199元,ask_style
I'm into casual style，around 799 RMB,ask_style
I'm searching for a raincoat,ask_product
"Sure, this works — cool!，预算499元",confirmation
good evening，around 499 RMB,greet
"Hmm, None of these I guess.，≤599块",reject
Still unsure,undecided
Nice selection，299元以内,confirmation
Goodbye!,goodbye
Not sure about these，≤199块,reject
I'm done shopping，under CNY 199,goodbye
Not really，不超过699元,reject
That’s it，价位在99-199元,confirmation
thank you，799元以内,goodbye
I haven't decided，around 399 RMB,undecided
Everything looks nice.,undecided
Do you have anything under $80?,ask_price
Nothing good here，399元以内,reject
I'm into casual style,ask_style
Looking for something formal,ask_style
I'd say I’m finished.，预算399元,done
I’d like to see other options,reject
No，around 799 RMB,reject
Thank you very much.，399元以内,thank_you
Looking for items below $50,ask_price
thank you,goodbye
I want to buy some boots，799元以内,ask_product
I'm into casual style，不超过499元,ask_style
Cheers!，around 799 RMB,thank_you
I’m finished,done
Nothing stands out? Looks good.，不超过699元,reject
Try something else!，under CNY 699,reject
Can I see some coats?，under CNY 299,ask_product
Many thanks!，≤399块,thank_you
"You know, Take care.",goodbye
I'm okay now，≤199块,done
Looking for items below $150,ask_price
Looking for items below $60,ask_price
Thanks a bunch.，under CNY 999,thank_you
"Hmm, They’re fine I guess.，价位在899-999元",confirmation
Not really — I suppose.，under CNY 599,reject
It's a tough call.，≤599块,undecided
"You know, Much appreciated.，不超过499元",thank_you
Do you have anything under $200?,ask_price
They’re not quite right，299元以内,reject
how are you,greet
I'll come back later，under CNY 699,goodbye
Looking for items below $150,ask_price
Looking for items below $80,ask_price
Not interested — I like that.，≤799块,reject
cheers，预算299元,goodbye
Price range under $180,ask_price
Looking for items below $50,ask_price
"You know, Many thanks.，价位在899-999元",thank_you
No further help，价位在399-499元,done
Thanks again,thank_you
hey，around 999 RMB,greet
hello assistant，≤299块,greet
Not really，around 299 RMB,reject
thank you,goodbye
"Thank you, this is great!，499元以内",thank_you
Thanks! That helps a lot.，around 199 RMB,thank_you
Not for me,reject
Not sure，价位在299-399元,undecided
Affordable options please，价位在899-999元,ask_price
hello assistant,greet
greetings,greet
I don’t like these? Looks good.,reject
"Sure, I don’t know works.，under CNY 699",undecided
Looking for something formal,ask_style
"Well, I can't tell.，价位在699-799元",undecided
talk to you later，≤699块,goodbye
"No, I'm good，under CNY 199",done
I'm searching for a raincoat,ask_product
Looking for items below $150,ask_price
Cheers，价位在499-599元,thank_you
see you next time，预算199元,goodbye
These don’t fit my needs,reject
I need more time to decide.,undecided
I like too many of them.，under CNY 499,undecided
bye，under CNY 199,goodbye
"No, I'm good，不超过799元",done
Show me winter wear，≤999块,ask_product
"Hmm, Too cheap I guess.，499元以内",reject
I don’t know，≤699块,undecided
None of these — just saying.,reject
Big thanks!,thank_you
"Well, Not for me.，under CNY 799",reject
I'm on the fence.,undecided
Definitely Too formal.，价位在699-799元,reject
Let me take a moment.，预算699元,undecided
Thanks for being helpful.，≤199块,thank_you
hello,greet
I’m leaving,done
"You know, Talk soon.",goodbye
"Well, Not really.，under CNY 699",reject
Still deciding，不超过199元,undecided
Maybe,undecided
I’m satisfied，399元以内,done
Looking for items below $60,ask_price
No further help 👍,done
I’m grateful，≤299块,thank_you
Price range under $180,ask_price
I'm into casual style,ask_style
Let me think... No.，around 399 RMB,reject
I need time!，≤499块,undecided
"Hmm, Not what I’m looking for I guess.",reject
Show me cheap options，around 299 RMB,ask_price
I’m not sure，around 599 RMB,undecided
talk to you later，under CNY 199,goodbye
Thank you so much.，under CNY 599,thank_you
Enough for today,done
It’s hard to make a decision.，价位在399-499元,undecided
bye,goodbye
hello，under CNY 699,greet
Do you have anything under $50?,ask_price
"Hmm, Nope I guess.",reject
hi again,greet
hello，不超过999元,greet
These are good，around 999 RMB,confirmation
cheers，预算399元,goodbye
Show me cheap options,ask_price
Definitely Too formal.，under CNY 599,reject
Show me winter wear，≤799块,ask_product
